Date,BondCode,ShortName,Issuer,IssuingDate,MaturityDate,Tenor,CurrencyDenomination,AmountOfIssuance,Coupon,IRR,EarlyRedemption,NonCallPeriodYearxCallFrequencyYear,SecuritiesUnderwriterOrFinancialConsultingCompany,LiquidityProvider,ISIN,BondDatabase
20260905,F02262,P21SG7,Societe Generale,20210616,20290616,8,CNY,1100000000,3.550,0,Applicable,7.000 x 0.000,SG Securities TaipeiYuanta Securities Co,Yuanta Securities Co,FR0014003VT4,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202106&BOND_ID=F02262&KIND=A
20260905,F02659,P24CACIB3,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,20240626,20290626,5,CNY,198000000,3.350,0,Not Applicable,Not Applicable,KGI Securities,KGI Securities,XS2559727230,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0014&MONYR_REG=202406&BOND_ID=F02659&KIND=A
20260905,F00914,P19BNP2,BNP PARIBAS,20190627,20290627,10,CNY,430000000,4.410,0,Not Applicable,Not Applicable,BNP PARIBAS TAIWANYuanta Securities Co,BNP PARIBAS TAIWAN,FR0013426764,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0002&MONYR_REG=201906&BOND_ID=F00914&KIND=A
20260905,F19301,P24SNB1,SNB Funding Limited,20240711,20290711,5,USD,500000000,6.540,0,Not Applicable,Not Applicable,Bank of TaiwanCACIB TaipeiCathay United BankKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2853489271,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0159&MONYR_REG=202407&BOND_ID=F19301&KIND=A
20260905,F12205,P24NAB1,National Australia Bank Limited (ABN 12 004 044 937),20240712,20290712,5,USD,500000000,0,0,Not Applicable,Not Applicable,CACIB TaipeiHSBC Bank(Taiwan)LtdMega BankSinoPac SecuritiesTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2856781963,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0099&MONYR_REG=202407&BOND_ID=F12205&KIND=A
20260905,F10719,P22BMO2,Bank of Montreal,20220714,20290714,7,USD,45000000,5.150,0,Applicable,1.000 x 1.000,Yuanta Securities Co,Yuanta Securities Co,XS2496189262,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0084&MONYR_REG=202207&BOND_ID=F10719&KIND=A
20260905,F11317,P24FAB2,First Abu Dhabi Bank,20240722,20290722,5,USD,800000000,0,0,Not Applicable,Not Applicable,BANK SINOPACCACIB TaipeiCathay United BankChinatrust BankKGI SecuritiesMega BankPresident SecuritiesShanghai BankSinoPac SecuritiesStandard CharteredTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2861722531,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0090&MONYR_REG=202407&BOND_ID=F11317&KIND=A
20260905,F19102,P24KOBC1,Korea Ocean Business Corporation,20240724,20290724,5,USD,400000000,0,0,Not Applicable,Not Applicable,CACIB TaipeiCathay United BankKGI SecuritiesMega BankPresident SecuritiesSG Securities TaipeiShanghai BankSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2857880301,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0157&MONYR_REG=202407&BOND_ID=F19102&KIND=A
20260905,F15323,P22GSFCI10,Goldman Sachs Finance Corp International Ltd,20220824,20290824,7,USD,30000000,4.4771,0,Applicable,6.500 x 0.000,E.SUN Bank,E.SUN Bank,XS2481075294,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0124&MONYR_REG=202208&BOND_ID=F15323&KIND=A
20260905,F10006,P24ABN1,ABN AMRO Bank N.V.,20240924,20290924,5,USD,300000000,0,0,Not Applicable,Not Applicable,Cathay United BankChinatrust BankE.SUN BankHSBC Bank(Taiwan)LtdKGI SecuritiesMega BankPresident SecuritiesShanghai BankSinoPac SecuritiesStandard CharteredTaipei Fubon BankYuanta Securities Co,SinoPac Securities,XS2901891445,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0076&MONYR_REG=202409&BOND_ID=F10006&KIND=A
20260905,F18921,P24MLBV9,Merrill Lynch B.V.,20240926,20290926,5,USD,30000000,0,0,Not Applicable,Not Applicable,E.SUN BankSunny Bank Ltd.Yuanta Securities Co,E.SUN Bank,XS2814745027,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0156&MONYR_REG=202409&BOND_ID=F18921&KIND=A
20260905,F10324,P24QNBF2,QNB Finance Ltd,20241008,20291008,5,USD,300000000,0,0,Not Applicable,Not Applicable,ANZ Banking Group TPCathay United BankKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaipei Fubon BankYuanta Securities Cosell the bond itself,SinoPac Securities,XS2868196481,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0080&MONYR_REG=202410&BOND_ID=F10324&KIND=A
20260905,F16203,P24SHB1,Shinhan Bank,20241022,20291022,5,USD,400000000,0,0,Not Applicable,Not Applicable,BNP PARIBAS TAIWANCathay United BankCredit Agricole BankKGI SecuritiesMega BankPresident SecuritiesSG Securities TaipeiSinoPac SecuritiesTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2901898291,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0132&MONYR_REG=202410&BOND_ID=F16203&KIND=A
20260905,F05457,P24NATIX4,Natixis,20241023,20291023,5,USD,167000000,0,0,Not Applicable,Not Applicable,Chinatrust BankE.SUN BankKGI SecuritiesMega BankNatixis TaipeiSinoPac SecuritiesSunny Bank Ltd.Taishin Internatonal,SinoPac Securities,XS2841431088,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202410&BOND_ID=F05457&KIND=A
20260905,F19501,P24KHFC1,Korea Housing Finance Corporation,20241105,20291105,5,USD,300000000,0,0,Not Applicable,Not Applicable,Cathay United BankChinatrust BankKGI SecuritiesNatixis TaipeiPresident SecuritiesSG Securities TaipeiShanghai BankSinoPac SecuritiesStandard CharteredTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2911742489,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0161&MONYR_REG=202411&BOND_ID=F19501&KIND=A
20260905,F17603,P26SHC1,Shinhan Card Co.Ltd.,20260624,20291224,3.5,USD,400000000,0,0,Not Applicable,Not Applicable,Cathay United BankCredit Agricole BankE.SUN BankKGI SecuritiesPresident SecuritiesSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS3405406896,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0144&MONYR_REG=202606&BOND_ID=F17603&KIND=A
20260905,F05901,P15HKT1,HKT Capital No. 1 Limited,20150115,20300115,15,USD,300000000,0,4.6,Applicable,5.000 x 5.000,DeutscheBankAGTPE,Not Applicatible,XS1164774082,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0041&MONYR_REG=201501&BOND_ID=F05901&KIND=A
20260905,F09304,P25EDF1,Electricite de France,20250121,20300120,5,USD,500000000,5.470,0,Not Applicable,Not Applicable,Chinatrust BankCredit Agricole BankE.SUN BankFubon SeuritiesHSBC Bank(Taiwan)LtdKGI SecuritiesNatixis TaipeiPresident SecuritiesShanghai BankSinoPac SecuritiesStandard CharteredTaishin Internatonal,SinoPac Securities,FR001400WIO7,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0070&MONYR_REG=202501&BOND_ID=F09304&KIND=A
20260905,F13418,P25ENBD1,Emirates NBD Bank PJSC,20250122,20300122,5,USD,750000000,5.370,0,Not Applicable,Not Applicable,ANZ Banking Group TPBANK SINOPACChinatrust BankKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2976518972,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0108&MONYR_REG=202501&BOND_ID=F13418&KIND=A
20260905,F11318,P25FAB1,First Abu Dhabi Bank,20250122,20300122,5,USD,750000000,0,0,Not Applicable,Not Applicable,BANK SINOPACCathay United BankE.SUN BankHSBC Bank(Taiwan)LtdKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaipei Fubon BankYuanta Securities Co,SinoPac Securities,XS2979644536,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0090&MONYR_REG=202501&BOND_ID=F11318&KIND=A
20260905,F16608,P25ADCBU1,Abu Dhabi Commercial Bank PJSC,20250226,20300226,5,USD,600000000,5.390,0,Not Applicable,Not Applicable,E.SUN BankHSBC Bank(Taiwan)LtdKGI SecuritiesMega BankPresident SecuritiesShanghai BankSinoPac SecuritiesStandard CharteredTaipei Fubon BankYuanta Securities Co,SinoPac Securities,XS3003311902,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0136&MONYR_REG=202502&BOND_ID=F16608&KIND=A
20260905,F10722,P25BMO1,Bank of Montreal,20250226,20300226,5,USD,90000000,0,0,Not Applicable,Not Applicable,Mega BankSinoPac Securities,SinoPac Securities,XS3002291154,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0084&MONYR_REG=202502&BOND_ID=F10722&KIND=A
20260905,F10325,P25QNBF1,QNB Finance Ltd,20250304,20300304,5,USD,700000000,0,0,Not Applicable,Not Applicable,Cathay United BankChinatrust BankE.SUN BankHSBC Bank(Taiwan)LtdKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaipei Fubon BankYuanta Securities Co,SinoPac Securities,XS3009472476,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0080&MONYR_REG=202503&BOND_ID=F10325&KIND=A
20260905,F14216,P20CGMHI7,Citigroup Global Markets Holdings Inc.,20200312,20300312,10,USD,30000000,0,2.66,Applicable,1.000 x 1.000,E.SUN Bank,E.SUN Bank,XS2106711026,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202003&BOND_ID=F14216&KIND=A
20260905,F19302,P25SNB1,SNB Funding Limited,20250317,20300317,5,USD,750000000,5.530,0,Not Applicable,Not Applicable,Credit Agricole BankE.SUN BankHSBC Bank(Taiwan)LtdKGI SecuritiesPresident SecuritiesSinoPac SecuritiesTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS3019019416,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0159&MONYR_REG=202503&BOND_ID=F19302&KIND=A
20260905,F01018,P20KEXIM1,The Export-Import Bank of Korea,20200319,20300319,10,ZAR,600000000,8.200,0,Not Applicable,Not Applicable,Chinatrust BankSG Securities TaipeiTaipei Fubon Bank,Chinatrust Bank,XS2134490791,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0003&MONYR_REG=202003&BOND_ID=F01018&KIND=A
20260905,F14219,P20CGMHI10,Citigroup Global Markets Holdings Inc.,20200325,20300325,10,ZAR,375000000,0,8.95,Applicable,1.000 x 1.000,E.SUN Bank,E.SUN Bank,XS2106708402,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202003&BOND_ID=F14219&KIND=A
20260905,F11205,P25APICO1,Arab Petroleum Investments Corporation,20250327,20300327,5,USD,300000000,0,0,Not Applicable,Not Applicable,BNP PARIBAS TAIWANKGI SecuritiesMega BankPresident SecuritiesSinoPac Securities,KGI Securities,XS3032033204,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0089&MONYR_REG=202503&BOND_ID=F11205&KIND=A
20260905,F05832,P25RBCLB2,Royal Bank of Canada London Branch,20250428,20300428,5,USD,60000000,0,0,Not Applicable,Not Applicable,E.SUN BankKGI SecuritiesSinoPac Securities,SinoPac Securities,XS2993422042,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0040&MONYR_REG=202504&BOND_ID=F05832&KIND=A
20260905,F18926,P25MLBV4,Merrill Lynch B.V.,20250506,20300506,5,USD,46000000,5.360,0,Not Applicable,Not Applicable,E.SUN BankKGI Securities,E.SUN Bank,XS2938568263,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0156&MONYR_REG=202505&BOND_ID=F18926&KIND=A
20260905,F05833,P25RBCLB3,Royal Bank of Canada London Branch,20250513,20300513,5,USD,175000000,0,0,Not Applicable,Not Applicable,E.SUN BankKGI SecuritiesSinoPac Securities,SinoPac Securities,XS2993432603,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0040&MONYR_REG=202505&BOND_ID=F05833&KIND=A
20260905,F10724,P25BMO3,Bank of Montreal,20250515,20300515,5,USD,175000000,0,0,Not Applicable,Not Applicable,BANK SINOPACCATHAY SECURITIES COE.SUN BankMega BankSinoPac SecuritiesYuanta Securities Co,Yuanta Securities Co,XS3058772396,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0084&MONYR_REG=202505&BOND_ID=F10724&KIND=A
20260905,F19901,P25ARB1,Al Rajhi Sukuk Limited,20250519,20300519,5,USD,500000000,4.865,0,Not Applicable,Not Applicable,President SecuritiesSinoPac SecuritiesStandard Chartered,SinoPac Securities,XS3038530229,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0164&MONYR_REG=202505&BOND_ID=F19901&KIND=A
20260905,F08101,P15PCCW1,PCCW Capital No.5 Limited,20150520,20300520,15,USD,100000000,0,5,Applicable,5.000 x 5.000,Bank of TaiwanPresident Securities,Not Applicatible,XS1233551727,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0058&MONYR_REG=201505&BOND_ID=F08101&KIND=A
20260905,F11319,P25FAB2,First Abu Dhabi Bank,20250527,20300527,5,USD,750000000,0,0,Not Applicable,Not Applicable,BANK SINOPACBank of TaiwanCathay United BankChinatrust BankKGI SecuritiesPresident SecuritiesShanghai BankSinoPac SecuritiesStandard CharteredYuanta Securities Co,SinoPac Securities,XS3077379223,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0090&MONYR_REG=202505&BOND_ID=F11319&KIND=A
20260905,F02662,P25CACIB2,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,20250527,20300527,5,USD,100000000,0,0,Not Applicable,Not Applicable,CACIB TaipeiE.SUN BankKGI SecuritiesMega BankSinoPac SecuritiesSunny Bank Ltd.,KGI Securities,XS1996627599,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0014&MONYR_REG=202505&BOND_ID=F02662&KIND=A
20260905,F19502,P25KHFC1,Korea Housing Finance Corporation,20250528,20300528,5,USD,400000000,0,0,Not Applicable,Not Applicable,Cathay United BankChinatrust BankCredit Agricole BankKGI SecuritiesMega BankPresident SecuritiesSG TaipeiSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS3059440928,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0161&MONYR_REG=202505&BOND_ID=F19502&KIND=A
20260905,F19203,P25WFF1,Wells Fargo Finance LLC,20250528,20300528,5,USD,157000000,0,0,Not Applicable,Not Applicable,E.SUN BankKGI SecuritiesYuanta Securities Co,Yuanta Securities Co,XS3074446827,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0158&MONYR_REG=202505&BOND_ID=F19203&KIND=A
20260905,F16609,P25ADCBU2,Abu Dhabi Commercial Bank PJSC,20250610,20300610,5,USD,600000000,5.390,0,Not Applicable,Not Applicable,Cathay United BankHSBC SecuritiesKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS3086362756,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0136&MONYR_REG=202506&BOND_ID=F16609&KIND=A
20260905,F14221,P20CGMHI12,Citigroup Global Markets Holdings Inc.,20200611,20300611,10,USD,50000000,2.550,0,Applicable,2.000 x 1.000,E.SUN BankTaishin Internatonal,Taishin Internatonal,XS2162989698,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202006&BOND_ID=F14221&KIND=A
20260905,F03007,P15BOCT1D,中國銀行股份有限公司臺北分行,20150630,20300630,15,CNY,500000000,4.400,0,Not Applicable,Not Applicable,Bank of TaiwanChinatrust BankKGI SecuritiesMasterLinkMega Bank,Not Applicatible,TW000F030077,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0017&MONYR_REG=201506&BOND_ID=F03007&KIND=A
20260905,F02632,P20CACIB5,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,20200710,20300710,10,USD,25000000,1.930,0,Applicable,1.000 x 1.000,E.SUN BankTaishin Internatonal,Taishin Internatonal,XS1996640774,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0014&MONYR_REG=202007&BOND_ID=F02632&KIND=A
20260905,F20001,P25CBQ1,CBQ Finance Limited,20250716,20300716,5,USD,300000000,0,0,Not Applicable,Not Applicable,DBS BANK(Taiwan)LtdKGI SecuritiesPresident SecuritiesSinoPac SecuritiesStandard CharteredYuanta Securities Co,SinoPac Securities,XS3098955761,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0165&MONYR_REG=202507&BOND_ID=F20001&KIND=A
20260905,F20101,P25KHNP1,Korea Hydro &amp; Nuclear Power Co. Ltd.,20250730,20300730,5,USD,500000000,0,0,Not Applicable,Not Applicable,Cathay United BankCitibank Taiwan Ltd.Credit Agricole BankJPMorgan SecuritiesKGI SecuritiesMega BankPresident SecuritiesShanghai BankSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS3113268307,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0166&MONYR_REG=202507&BOND_ID=F20101&KIND=A
20260905,F10725,P25BMO4,Bank of Montreal,20250814,20300814,5,USD,115000000,0,0,Not Applicable,Not Applicable,E.SUN BankKGI SecuritiesMega Bank,KGI Securities,XS3138719086,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0084&MONYR_REG=202508&BOND_ID=F10725&KIND=A
20260905,F20301,P25BFCM1,Banque Federative Du Credit Mutuel,20251008,20301008,5,USD,300000000,0,0,Not Applicable,Not Applicable,BANK SINOPACBNP PARIBAS TAIWANCathay United BankChinatrust BankE.SUN BankKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesYuanta Securities Co,BANK SINOPAC,FR0014012SZ8,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0167&MONYR_REG=202510&BOND_ID=F20301&KIND=A
20260905,F14223,P20CGMHI14,Citigroup Global Markets Holdings Inc.,20201015,20301015,10,USD,40000000,1.830,0,Applicable,1.000 x 1.000,E.SUN BankFirst BankTaishin Internatonal,Taishin Internatonal,XS2162968346,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202010&BOND_ID=F14223&KIND=A
20260905,F19103,P25KOBC1,Korea Ocean Business Corporation,20251118,20301118,5,USD,300000000,4.860,0,Not Applicable,Not Applicable,BNP PARIBAS TAIWANCathay United BankChinatrust BankCredit Agricole BankKGI SecuritiesMega BankNatixis TaipeiPresident SecuritiesSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS3220609047,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0157&MONYR_REG=202511&BOND_ID=F19103&KIND=A
20260905,F15309,P21GSFCI6,Goldman Sachs Finance Corp International Ltd,20210702,20310102,9.5,USD,75000000,2.420,0,Applicable,1.000 x 0.500,Capital SecuritiesChinatrust BankE.SUN BankTaishin Internatonal,E.SUN Bank,XS2042706270,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0124&MONYR_REG=202107&BOND_ID=F15309&KIND=A
20260905,F02256,P21SG1,Societe Generale,20210119,20310119,10,USD,64000000,1.700,0,Applicable,2.000 x 1.000,E.SUN BankFirst BankSG Securities TaipeiYuanta Securities Co,E.SUN Bank,XS2235968273,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202101&BOND_ID=F02256&KIND=A
