entity_id,co_id,as_of,scope,currency,subject,measure,shock_bp,value_ntd_k,per_bp_ntd_k,layout,filing,page
cathay_life,5846,2019-09-30,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,EUR,total,equity,1.0,-13294.0,-13294.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,EUR,total,pnl,1.0,99.0,99.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,GBP,total,equity,1.0,-7619.0,-7619.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,TWD,total,equity,1.0,-85528.0,-85528.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,TWD,total,pnl,1.0,249.0,249.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,USD,total,equity,1.0,-921129.0,-921129.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2019-09-30,本公司,USD,total,pnl,1.0,-75.0,-75.0,grid,202003_5846_AI1.pdf,120
cathay_life,5846,2020-03-31,本公司,CNY,total,equity,1.0,-10264.0,-10264.0,grid,202001_5846_AI1.pdf,113
cathay_life,5846,2020-03-31,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202001_5846_AI1.pdf,113
cathay_life,5846,2020-03-31,本公司,EUR,total,equity,1.0,-7277.0,-7277.0,grid,202001_5846_AI1.pdf,113
cathay_life,5846,2020-03-31,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202001_5846_AI1.pdf,113
cathay_life,5846,2020-03-31,本公司,GBP,total,equity,1.0,-4212.0,-4212.0,grid,202001_5846_AI1.pdf,113
cathay_life,5846,2020-03-31,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202001_5846_AI1.pdf,113
cathay_life,5846,2020-03-31,本公司,TWD,total,equity,1.0,-252055.0,-252055.0,grid,202001_5846_AI1.pdf,113
